timestamp,current_commit_sha,parent_commit_sha,current_commit_timestamp,current_commit_message,github_url,num_python_file_changed,coverage,num_new_violations,new_violations,num_old_violations,old_violations,num_current_violations,current_violations,num_parent_violations,parent_violations,violations_current_parent_commit_mapping
20260324_134031,f87342db371880e3125593bd82eadd1514f8d186,,1713515593,created branch,,,x,8,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/_pytest/fixtures.py:1851;NonFinitesAnalysis:/lib/python3.12/site-packages/matplotlib/transforms.py:666;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2460;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2470;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/lib/_arraysetops_impl.py:914;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/_core/_internal.py:561;RandomMustUseSeed:/lib/python3.12/site-packages/strainjedi/quotes.py:9;InPlaceSortAnalysis:/lib/python3.12/site-packages/pyparsing/util.py:290,0,,8,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/_pytest/fixtures.py:1851=1;NonFinitesAnalysis:/lib/python3.12/site-packages/matplotlib/transforms.py:666=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2460=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2470=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/lib/_arraysetops_impl.py:914=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/_core/_internal.py:561=1;RandomMustUseSeed:/lib/python3.12/site-packages/strainjedi/quotes.py:9=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/pyparsing/util.py:290=1,0,,
20260324_134031,429ac0fae24310e376fb4013aefa79359e3c8ec4,f87342db371880e3125593bd82eadd1514f8d186,1713522144,changed tcl scripts to load xF.xyz correctly,https://github.com/neudecker-group/jedi/compare/f87342db371880e3125593bd82eadd1514f8d186...429ac0fae24310e376fb4013aefa79359e3c8ec4,1,x,0,,0,,8,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/_pytest/fixtures.py:1851=1;NonFinitesAnalysis:/lib/python3.12/site-packages/matplotlib/transforms.py:666=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2460=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2470=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/lib/_arraysetops_impl.py:914=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/_core/_internal.py:561=1;RandomMustUseSeed:/lib/python3.12/site-packages/strainjedi/quotes.py:9=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/pyparsing/util.py:290=1,8,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/_pytest/fixtures.py:1851=1;NonFinitesAnalysis:/lib/python3.12/site-packages/matplotlib/transforms.py:666=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2460=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2470=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/lib/_arraysetops_impl.py:914=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/_core/_internal.py:561=1;RandomMustUseSeed:/lib/python3.12/site-packages/strainjedi/quotes.py:9=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/pyparsing/util.py:290=1,
20260324_134031,7ee32abef72d4cde3878e856c8862d0bc08358e7,429ac0fae24310e376fb4013aefa79359e3c8ec4,1713528596,updated vmd_gen() style changes according to pep 8,https://github.com/neudecker-group/jedi/compare/429ac0fae24310e376fb4013aefa79359e3c8ec4...7ee32abef72d4cde3878e856c8862d0bc08358e7,1,x,0,,0,,8,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/_pytest/fixtures.py:1851=1;NonFinitesAnalysis:/lib/python3.12/site-packages/matplotlib/transforms.py:666=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2460=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2470=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/lib/_arraysetops_impl.py:914=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/_core/_internal.py:561=1;RandomMustUseSeed:/lib/python3.12/site-packages/strainjedi/quotes.py:9=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/pyparsing/util.py:290=1,8,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/_pytest/fixtures.py:1851=1;NonFinitesAnalysis:/lib/python3.12/site-packages/matplotlib/transforms.py:666=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2460=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2470=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/lib/_arraysetops_impl.py:914=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/_core/_internal.py:561=1;RandomMustUseSeed:/lib/python3.12/site-packages/strainjedi/quotes.py:9=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/pyparsing/util.py:290=1,
20260324_134031,f0bf0ed35a6563e996ecaf72a8c0806446c96ea6,7ee32abef72d4cde3878e856c8862d0bc08358e7,1713529817,changed tcl scripts to load xF.xyz correctly,https://github.com/neudecker-group/jedi/compare/7ee32abef72d4cde3878e856c8862d0bc08358e7...f0bf0ed35a6563e996ecaf72a8c0806446c96ea6,1,x,0,,0,,8,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/_pytest/fixtures.py:1851=1;NonFinitesAnalysis:/lib/python3.12/site-packages/matplotlib/transforms.py:666=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2460=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2470=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/lib/_arraysetops_impl.py:914=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/_core/_internal.py:561=1;RandomMustUseSeed:/lib/python3.12/site-packages/strainjedi/quotes.py:9=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/pyparsing/util.py:290=1,8,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/_pytest/fixtures.py:1851=1;NonFinitesAnalysis:/lib/python3.12/site-packages/matplotlib/transforms.py:666=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2460=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2470=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/lib/_arraysetops_impl.py:914=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/_core/_internal.py:561=1;RandomMustUseSeed:/lib/python3.12/site-packages/strainjedi/quotes.py:9=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/pyparsing/util.py:290=1,
20260324_134031,757c67d221d7d6ab7d4e9eb5636239bad3a94429,f0bf0ed35a6563e996ecaf72a8c0806446c96ea6,1713534502,added inclusive coloring option for vmd_gen method,https://github.com/neudecker-group/jedi/compare/f0bf0ed35a6563e996ecaf72a8c0806446c96ea6...757c67d221d7d6ab7d4e9eb5636239bad3a94429,1,x,0,,0,,8,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/_pytest/fixtures.py:1851=1;NonFinitesAnalysis:/lib/python3.12/site-packages/matplotlib/transforms.py:666=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2460=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2470=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/lib/_arraysetops_impl.py:914=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/_core/_internal.py:561=1;RandomMustUseSeed:/lib/python3.12/site-packages/strainjedi/quotes.py:9=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/pyparsing/util.py:290=1,8,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/_pytest/fixtures.py:1851=1;NonFinitesAnalysis:/lib/python3.12/site-packages/matplotlib/transforms.py:666=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2460=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2470=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/lib/_arraysetops_impl.py:914=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/_core/_internal.py:561=1;RandomMustUseSeed:/lib/python3.12/site-packages/strainjedi/quotes.py:9=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/pyparsing/util.py:290=1,
20260324_134031,c7e2cd7030d155b03cf34359ff29dd739dbdba35,757c67d221d7d6ab7d4e9eb5636239bad3a94429,1713787026,bug fixes tcl scripts,https://github.com/neudecker-group/jedi/compare/757c67d221d7d6ab7d4e9eb5636239bad3a94429...c7e2cd7030d155b03cf34359ff29dd739dbdba35,2,x,0,,0,,8,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/_pytest/fixtures.py:1851=1;NonFinitesAnalysis:/lib/python3.12/site-packages/matplotlib/transforms.py:666=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2460=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2470=1;RandomMustUseSeed:/lib/python3.12/site-packages/strainjedi/quotes.py:9=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/lib/_arraysetops_impl.py:914=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/_core/_internal.py:561=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/pyparsing/util.py:290=1,8,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/_pytest/fixtures.py:1851=1;NonFinitesAnalysis:/lib/python3.12/site-packages/matplotlib/transforms.py:666=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2460=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2470=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/lib/_arraysetops_impl.py:914=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/_core/_internal.py:561=1;RandomMustUseSeed:/lib/python3.12/site-packages/strainjedi/quotes.py:9=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/pyparsing/util.py:290=1,
20260324_134031,e59acfacfe92c397b749f0875e9e06ca5197700d,c7e2cd7030d155b03cf34359ff29dd739dbdba35,1713791202,added destination directory to the vmd load mol command,https://github.com/neudecker-group/jedi/compare/c7e2cd7030d155b03cf34359ff29dd739dbdba35...e59acfacfe92c397b749f0875e9e06ca5197700d,2,x,0,,0,,8,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/_pytest/fixtures.py:1851=1;NonFinitesAnalysis:/lib/python3.12/site-packages/matplotlib/transforms.py:666=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2460=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2470=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/lib/_arraysetops_impl.py:914=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/_core/_internal.py:561=1;RandomMustUseSeed:/lib/python3.12/site-packages/strainjedi/quotes.py:9=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/pyparsing/util.py:290=1,8,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/_pytest/fixtures.py:1851=1;NonFinitesAnalysis:/lib/python3.12/site-packages/matplotlib/transforms.py:666=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2460=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2470=1;RandomMustUseSeed:/lib/python3.12/site-packages/strainjedi/quotes.py:9=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/lib/_arraysetops_impl.py:914=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/_core/_internal.py:561=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/pyparsing/util.py:290=1,
20260324_134031,7b2827ef9a2248f5b83d6be4f88cb9ea268cdea6,e59acfacfe92c397b749f0875e9e06ca5197700d,1715594920,InclusiveColoring cyan and magma + bug fixes,https://github.com/neudecker-group/jedi/compare/e59acfacfe92c397b749f0875e9e06ca5197700d...7b2827ef9a2248f5b83d6be4f88cb9ea268cdea6,2,x,0,,0,,8,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/_pytest/fixtures.py:1851=1;NonFinitesAnalysis:/lib/python3.12/site-packages/matplotlib/transforms.py:666=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2460=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2470=1;RandomMustUseSeed:/lib/python3.12/site-packages/strainjedi/quotes.py:9=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/lib/_arraysetops_impl.py:914=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/_core/_internal.py:561=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/pyparsing/util.py:290=1,8,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/_pytest/fixtures.py:1851=1;NonFinitesAnalysis:/lib/python3.12/site-packages/matplotlib/transforms.py:666=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2460=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2470=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/lib/_arraysetops_impl.py:914=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/_core/_internal.py:561=1;RandomMustUseSeed:/lib/python3.12/site-packages/strainjedi/quotes.py:9=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/pyparsing/util.py:290=1,
20260324_134031,0cba798aa08f458c71875ba5e3f3f774259d7f7f,7b2827ef9a2248f5b83d6be4f88cb9ea268cdea6,1715800500,fix get_common_rims,https://github.com/neudecker-group/jedi/compare/7b2827ef9a2248f5b83d6be4f88cb9ea268cdea6...0cba798aa08f458c71875ba5e3f3f774259d7f7f,2,x,0,,0,,8,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/_pytest/fixtures.py:1851=1;NonFinitesAnalysis:/lib/python3.12/site-packages/matplotlib/transforms.py:666=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2460=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2470=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/lib/_arraysetops_impl.py:914=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/_core/_internal.py:561=1;RandomMustUseSeed:/lib/python3.12/site-packages/strainjedi/quotes.py:9=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/pyparsing/util.py:290=1,8,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/_pytest/fixtures.py:1851=1;NonFinitesAnalysis:/lib/python3.12/site-packages/matplotlib/transforms.py:666=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2460=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2470=1;RandomMustUseSeed:/lib/python3.12/site-packages/strainjedi/quotes.py:9=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/lib/_arraysetops_impl.py:914=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/_core/_internal.py:561=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/pyparsing/util.py:290=1,
20260324_134031,b075351c943431e458a48f5ca26d6e44cf207281,0cba798aa08f458c71875ba5e3f3f774259d7f7f,1715850630,+ fixed import error,https://github.com/neudecker-group/jedi/compare/0cba798aa08f458c71875ba5e3f3f774259d7f7f...b075351c943431e458a48f5ca26d6e44cf207281,4,x,1,RandomMustUseSeed:/strainjedi/quotes.py:9,2,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/_pytest/fixtures.py:1851;RandomMustUseSeed:/lib/python3.12/site-packages/strainjedi/quotes.py:9,7,NonFinitesAnalysis:/lib/python3.12/site-packages/matplotlib/transforms.py:666=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2460=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2470=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/lib/_arraysetops_impl.py:914=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/_core/_internal.py:561=1;RandomMustUseSeed:/strainjedi/quotes.py:9=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/pyparsing/util.py:290=1,8,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/_pytest/fixtures.py:1851=1;NonFinitesAnalysis:/lib/python3.12/site-packages/matplotlib/transforms.py:666=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2460=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2470=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/lib/_arraysetops_impl.py:914=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/_core/_internal.py:561=1;RandomMustUseSeed:/lib/python3.12/site-packages/strainjedi/quotes.py:9=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/pyparsing/util.py:290=1,
