timestamp,current_commit_sha,parent_commit_sha,current_commit_timestamp,current_commit_message,github_url,num_python_file_changed,coverage,num_new_violations,new_violations,num_old_violations,old_violations,num_current_violations,current_violations,num_parent_violations,parent_violations
20260208_164022,6849f54d137f55962ab88cb050d5b02d485f7419,,1653923243,🔧 log==2.9.0,,,0.0,16,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719;KeyInList:/usr/lib/python3.12/enum.py:444;KeyInList:/usr/lib/python3.12/typing.py:1862;KeyInList:/usr/lib/python3.12/typing.py:286;KeyInList:/usr/lib/python3.12/typing.py:290;KeyInList:/usr/lib/python3.12/urllib/parse.py:397;KeyInList:/usr/lib/python3.12/urllib/parse.py:573;KeyInList:/usr/lib/python3.12/urllib/parse.py:575;KeyInList:/usr/lib/python3.12/mimetypes.py:102;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144;KeyInList:/usr/lib/python3.12/enum.py:1485;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:242;File_MustClose:/lib/python3.12/site-packages/pythonmop/plugin_entry.py:522,0,,16,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=210;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=206;KeyInList:/usr/lib/python3.12/enum.py:444=39;KeyInList:/usr/lib/python3.12/typing.py:1862=8;KeyInList:/usr/lib/python3.12/typing.py:286=2;KeyInList:/usr/lib/python3.12/typing.py:290=2;KeyInList:/usr/lib/python3.12/urllib/parse.py:397=490;KeyInList:/usr/lib/python3.12/urllib/parse.py:573=20;KeyInList:/usr/lib/python3.12/urllib/parse.py:575=20;KeyInList:/usr/lib/python3.12/mimetypes.py:102=1850;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=2;KeyInList:/usr/lib/python3.12/enum.py:1485=34;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=36;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:242=18;File_MustClose:/lib/python3.12/site-packages/pythonmop/plugin_entry.py:522=2,0,
20260208_164022,0dfd42be00c7be3f28374d2111270142e69fb216,6849f54d137f55962ab88cb050d5b02d485f7419,1653924561,🔖 seldom==2.10.1,https://github.com/SeldomQA/seldom/compare/6849f54d137f55962ab88cb050d5b02d485f7419...0dfd42be00c7be3f28374d2111270142e69fb216,1,0.0,0,,0,,16,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=210;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=206;KeyInList:/usr/lib/python3.12/enum.py:444=39;KeyInList:/usr/lib/python3.12/typing.py:1862=8;KeyInList:/usr/lib/python3.12/typing.py:286=2;KeyInList:/usr/lib/python3.12/typing.py:290=2;KeyInList:/usr/lib/python3.12/urllib/parse.py:397=490;KeyInList:/usr/lib/python3.12/urllib/parse.py:573=20;KeyInList:/usr/lib/python3.12/urllib/parse.py:575=20;KeyInList:/usr/lib/python3.12/mimetypes.py:102=1850;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=2;KeyInList:/usr/lib/python3.12/enum.py:1485=34;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=36;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:242=18;File_MustClose:/lib/python3.12/site-packages/pythonmop/plugin_entry.py:522=2,16,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=210;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=206;KeyInList:/usr/lib/python3.12/enum.py:444=39;KeyInList:/usr/lib/python3.12/typing.py:1862=8;KeyInList:/usr/lib/python3.12/typing.py:286=2;KeyInList:/usr/lib/python3.12/typing.py:290=2;KeyInList:/usr/lib/python3.12/urllib/parse.py:397=490;KeyInList:/usr/lib/python3.12/urllib/parse.py:573=20;KeyInList:/usr/lib/python3.12/urllib/parse.py:575=20;KeyInList:/usr/lib/python3.12/mimetypes.py:102=1850;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=2;KeyInList:/usr/lib/python3.12/enum.py:1485=34;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=36;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:242=18;File_MustClose:/lib/python3.12/site-packages/pythonmop/plugin_entry.py:522=2
20260208_164022,f1a60e09414bc198e25159711dce3dfb1df582eb,0dfd42be00c7be3f28374d2111270142e69fb216,1653927622,📝 support poium==1.1.3,https://github.com/SeldomQA/seldom/compare/0dfd42be00c7be3f28374d2111270142e69fb216...f1a60e09414bc198e25159711dce3dfb1df582eb,1,0.0,0,,0,,16,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=210;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=206;KeyInList:/usr/lib/python3.12/enum.py:444=39;KeyInList:/usr/lib/python3.12/typing.py:1862=8;KeyInList:/usr/lib/python3.12/typing.py:286=2;KeyInList:/usr/lib/python3.12/typing.py:290=2;KeyInList:/usr/lib/python3.12/urllib/parse.py:397=490;KeyInList:/usr/lib/python3.12/urllib/parse.py:573=20;KeyInList:/usr/lib/python3.12/urllib/parse.py:575=20;KeyInList:/usr/lib/python3.12/mimetypes.py:102=1850;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=2;KeyInList:/usr/lib/python3.12/enum.py:1485=34;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=36;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:242=18;File_MustClose:/lib/python3.12/site-packages/pythonmop/plugin_entry.py:522=2,16,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=210;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=206;KeyInList:/usr/lib/python3.12/enum.py:444=39;KeyInList:/usr/lib/python3.12/typing.py:1862=8;KeyInList:/usr/lib/python3.12/typing.py:286=2;KeyInList:/usr/lib/python3.12/typing.py:290=2;KeyInList:/usr/lib/python3.12/urllib/parse.py:397=490;KeyInList:/usr/lib/python3.12/urllib/parse.py:573=20;KeyInList:/usr/lib/python3.12/urllib/parse.py:575=20;KeyInList:/usr/lib/python3.12/mimetypes.py:102=1850;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=2;KeyInList:/usr/lib/python3.12/enum.py:1485=34;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=36;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:242=18;File_MustClose:/lib/python3.12/site-packages/pythonmop/plugin_entry.py:522=2
20260208_164022,ceec966e7c0dccef5e3f00898a031c562f8dda3d,f1a60e09414bc198e25159711dce3dfb1df582eb,1654513808,✨ feat: add appium switch contexts,https://github.com/SeldomQA/seldom/compare/f1a60e09414bc198e25159711dce3dfb1df582eb...ceec966e7c0dccef5e3f00898a031c562f8dda3d,1,0.0,0,,0,,16,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=210;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=206;KeyInList:/usr/lib/python3.12/enum.py:444=39;KeyInList:/usr/lib/python3.12/typing.py:1862=8;KeyInList:/usr/lib/python3.12/typing.py:286=2;KeyInList:/usr/lib/python3.12/typing.py:290=2;KeyInList:/usr/lib/python3.12/urllib/parse.py:397=490;KeyInList:/usr/lib/python3.12/urllib/parse.py:573=20;KeyInList:/usr/lib/python3.12/urllib/parse.py:575=20;KeyInList:/usr/lib/python3.12/mimetypes.py:102=1850;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=2;KeyInList:/usr/lib/python3.12/enum.py:1485=34;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=36;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:242=18;File_MustClose:/lib/python3.12/site-packages/pythonmop/plugin_entry.py:522=2,16,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=210;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=206;KeyInList:/usr/lib/python3.12/enum.py:444=39;KeyInList:/usr/lib/python3.12/typing.py:1862=8;KeyInList:/usr/lib/python3.12/typing.py:286=2;KeyInList:/usr/lib/python3.12/typing.py:290=2;KeyInList:/usr/lib/python3.12/urllib/parse.py:397=490;KeyInList:/usr/lib/python3.12/urllib/parse.py:573=20;KeyInList:/usr/lib/python3.12/urllib/parse.py:575=20;KeyInList:/usr/lib/python3.12/mimetypes.py:102=1850;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=2;KeyInList:/usr/lib/python3.12/enum.py:1485=34;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=36;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:242=18;File_MustClose:/lib/python3.12/site-packages/pythonmop/plugin_entry.py:522=2
20260208_164022,1c10cf06a96b1c87d7a68a0da29fdcd6c6b1dc94,ceec966e7c0dccef5e3f00898a031c562f8dda3d,1654612689,✨ update phone list,https://github.com/SeldomQA/seldom/compare/ceec966e7c0dccef5e3f00898a031c562f8dda3d...1c10cf06a96b1c87d7a68a0da29fdcd6c6b1dc94,2,0.0,0,,0,,16,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=210;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=206;KeyInList:/usr/lib/python3.12/enum.py:444=39;KeyInList:/usr/lib/python3.12/typing.py:1862=8;KeyInList:/usr/lib/python3.12/typing.py:286=2;KeyInList:/usr/lib/python3.12/typing.py:290=2;KeyInList:/usr/lib/python3.12/urllib/parse.py:397=490;KeyInList:/usr/lib/python3.12/urllib/parse.py:573=20;KeyInList:/usr/lib/python3.12/urllib/parse.py:575=20;KeyInList:/usr/lib/python3.12/mimetypes.py:102=1850;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=2;KeyInList:/usr/lib/python3.12/enum.py:1485=34;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=36;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:242=18;File_MustClose:/lib/python3.12/site-packages/pythonmop/plugin_entry.py:522=2,16,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=210;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=206;KeyInList:/usr/lib/python3.12/enum.py:444=39;KeyInList:/usr/lib/python3.12/typing.py:1862=8;KeyInList:/usr/lib/python3.12/typing.py:286=2;KeyInList:/usr/lib/python3.12/typing.py:290=2;KeyInList:/usr/lib/python3.12/urllib/parse.py:397=490;KeyInList:/usr/lib/python3.12/urllib/parse.py:573=20;KeyInList:/usr/lib/python3.12/urllib/parse.py:575=20;KeyInList:/usr/lib/python3.12/mimetypes.py:102=1850;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=2;KeyInList:/usr/lib/python3.12/enum.py:1485=34;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=36;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:242=18;File_MustClose:/lib/python3.12/site-packages/pythonmop/plugin_entry.py:522=2
20260208_164022,f74f30fcf312e18b76fd3bcf25cd8479355cb32b,1c10cf06a96b1c87d7a68a0da29fdcd6c6b1dc94,1654617746,✨ launch new browser #115,https://github.com/SeldomQA/seldom/compare/1c10cf06a96b1c87d7a68a0da29fdcd6c6b1dc94...f74f30fcf312e18b76fd3bcf25cd8479355cb32b,1,0.0,0,,0,,16,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=210;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=206;KeyInList:/usr/lib/python3.12/enum.py:444=39;KeyInList:/usr/lib/python3.12/typing.py:1862=8;KeyInList:/usr/lib/python3.12/typing.py:286=2;KeyInList:/usr/lib/python3.12/typing.py:290=2;KeyInList:/usr/lib/python3.12/urllib/parse.py:397=490;KeyInList:/usr/lib/python3.12/urllib/parse.py:573=20;KeyInList:/usr/lib/python3.12/urllib/parse.py:575=20;KeyInList:/usr/lib/python3.12/mimetypes.py:102=1850;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=2;KeyInList:/usr/lib/python3.12/enum.py:1485=34;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=36;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:242=18;File_MustClose:/lib/python3.12/site-packages/pythonmop/plugin_entry.py:522=2,16,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=210;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=206;KeyInList:/usr/lib/python3.12/enum.py:444=39;KeyInList:/usr/lib/python3.12/typing.py:1862=8;KeyInList:/usr/lib/python3.12/typing.py:286=2;KeyInList:/usr/lib/python3.12/typing.py:290=2;KeyInList:/usr/lib/python3.12/urllib/parse.py:397=490;KeyInList:/usr/lib/python3.12/urllib/parse.py:573=20;KeyInList:/usr/lib/python3.12/urllib/parse.py:575=20;KeyInList:/usr/lib/python3.12/mimetypes.py:102=1850;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=2;KeyInList:/usr/lib/python3.12/enum.py:1485=34;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=36;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:242=18;File_MustClose:/lib/python3.12/site-packages/pythonmop/plugin_entry.py:522=2
20260208_164022,86f8d2b361b17849aa0c368e703d647fbcf8dbdb,f74f30fcf312e18b76fd3bcf25cd8479355cb32b,1654657409,✨ update switch context,https://github.com/SeldomQA/seldom/compare/f74f30fcf312e18b76fd3bcf25cd8479355cb32b...86f8d2b361b17849aa0c368e703d647fbcf8dbdb,3,0.0,0,,0,,16,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=210;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=206;KeyInList:/usr/lib/python3.12/enum.py:444=39;KeyInList:/usr/lib/python3.12/typing.py:1862=8;KeyInList:/usr/lib/python3.12/typing.py:286=2;KeyInList:/usr/lib/python3.12/typing.py:290=2;KeyInList:/usr/lib/python3.12/urllib/parse.py:397=490;KeyInList:/usr/lib/python3.12/urllib/parse.py:573=20;KeyInList:/usr/lib/python3.12/urllib/parse.py:575=20;KeyInList:/usr/lib/python3.12/mimetypes.py:102=1850;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=2;KeyInList:/usr/lib/python3.12/enum.py:1485=34;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=36;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:242=18;File_MustClose:/lib/python3.12/site-packages/pythonmop/plugin_entry.py:522=2,16,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=210;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=206;KeyInList:/usr/lib/python3.12/enum.py:444=39;KeyInList:/usr/lib/python3.12/typing.py:1862=8;KeyInList:/usr/lib/python3.12/typing.py:286=2;KeyInList:/usr/lib/python3.12/typing.py:290=2;KeyInList:/usr/lib/python3.12/urllib/parse.py:397=490;KeyInList:/usr/lib/python3.12/urllib/parse.py:573=20;KeyInList:/usr/lib/python3.12/urllib/parse.py:575=20;KeyInList:/usr/lib/python3.12/mimetypes.py:102=1850;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=2;KeyInList:/usr/lib/python3.12/enum.py:1485=34;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=36;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:242=18;File_MustClose:/lib/python3.12/site-packages/pythonmop/plugin_entry.py:522=2
20260208_164022,6df4340a7e5a7a72577626b354e700f56fb9fb11,86f8d2b361b17849aa0c368e703d647fbcf8dbdb,1654658462,✨ formatted message,https://github.com/SeldomQA/seldom/compare/86f8d2b361b17849aa0c368e703d647fbcf8dbdb...6df4340a7e5a7a72577626b354e700f56fb9fb11,4,0.0,0,,0,,16,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=210;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=206;KeyInList:/usr/lib/python3.12/enum.py:444=39;KeyInList:/usr/lib/python3.12/typing.py:1862=8;KeyInList:/usr/lib/python3.12/typing.py:286=2;KeyInList:/usr/lib/python3.12/typing.py:290=2;KeyInList:/usr/lib/python3.12/urllib/parse.py:397=490;KeyInList:/usr/lib/python3.12/urllib/parse.py:573=20;KeyInList:/usr/lib/python3.12/urllib/parse.py:575=20;KeyInList:/usr/lib/python3.12/mimetypes.py:102=1850;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=2;KeyInList:/usr/lib/python3.12/enum.py:1485=34;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=36;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:242=18;File_MustClose:/lib/python3.12/site-packages/pythonmop/plugin_entry.py:522=2,16,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=210;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=206;KeyInList:/usr/lib/python3.12/enum.py:444=39;KeyInList:/usr/lib/python3.12/typing.py:1862=8;KeyInList:/usr/lib/python3.12/typing.py:286=2;KeyInList:/usr/lib/python3.12/typing.py:290=2;KeyInList:/usr/lib/python3.12/urllib/parse.py:397=490;KeyInList:/usr/lib/python3.12/urllib/parse.py:573=20;KeyInList:/usr/lib/python3.12/urllib/parse.py:575=20;KeyInList:/usr/lib/python3.12/mimetypes.py:102=1850;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=2;KeyInList:/usr/lib/python3.12/enum.py:1485=34;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=36;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:242=18;File_MustClose:/lib/python3.12/site-packages/pythonmop/plugin_entry.py:522=2
20260208_164022,f50d70b52fee7cf48036c5a3278f18649284102a,6df4340a7e5a7a72577626b354e700f56fb9fb11,1654775085,✨ update assertion,https://github.com/SeldomQA/seldom/compare/6df4340a7e5a7a72577626b354e700f56fb9fb11...f50d70b52fee7cf48036c5a3278f18649284102a,1,0.0,0,,0,,16,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=210;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=206;KeyInList:/usr/lib/python3.12/enum.py:444=39;KeyInList:/usr/lib/python3.12/typing.py:1862=8;KeyInList:/usr/lib/python3.12/typing.py:286=2;KeyInList:/usr/lib/python3.12/typing.py:290=2;KeyInList:/usr/lib/python3.12/urllib/parse.py:397=490;KeyInList:/usr/lib/python3.12/urllib/parse.py:573=20;KeyInList:/usr/lib/python3.12/urllib/parse.py:575=20;KeyInList:/usr/lib/python3.12/mimetypes.py:102=1850;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=2;KeyInList:/usr/lib/python3.12/enum.py:1485=34;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=36;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:242=18;File_MustClose:/lib/python3.12/site-packages/pythonmop/plugin_entry.py:522=2,16,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=210;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=206;KeyInList:/usr/lib/python3.12/enum.py:444=39;KeyInList:/usr/lib/python3.12/typing.py:1862=8;KeyInList:/usr/lib/python3.12/typing.py:286=2;KeyInList:/usr/lib/python3.12/typing.py:290=2;KeyInList:/usr/lib/python3.12/urllib/parse.py:397=490;KeyInList:/usr/lib/python3.12/urllib/parse.py:573=20;KeyInList:/usr/lib/python3.12/urllib/parse.py:575=20;KeyInList:/usr/lib/python3.12/mimetypes.py:102=1850;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=2;KeyInList:/usr/lib/python3.12/enum.py:1485=34;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=36;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:242=18;File_MustClose:/lib/python3.12/site-packages/pythonmop/plugin_entry.py:522=2
20260208_164022,c87357f6b7314ecd108383e76cf90aa41b42bc3a,f50d70b52fee7cf48036c5a3278f18649284102a,1655225169,✨ add switch_to_frame_parent #118,https://github.com/SeldomQA/seldom/compare/f50d70b52fee7cf48036c5a3278f18649284102a...c87357f6b7314ecd108383e76cf90aa41b42bc3a,1,0.0,0,,0,,16,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=210;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=206;KeyInList:/usr/lib/python3.12/enum.py:444=39;KeyInList:/usr/lib/python3.12/typing.py:1862=8;KeyInList:/usr/lib/python3.12/typing.py:286=2;KeyInList:/usr/lib/python3.12/typing.py:290=2;KeyInList:/usr/lib/python3.12/urllib/parse.py:397=490;KeyInList:/usr/lib/python3.12/urllib/parse.py:573=20;KeyInList:/usr/lib/python3.12/urllib/parse.py:575=20;KeyInList:/usr/lib/python3.12/mimetypes.py:102=1850;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=2;KeyInList:/usr/lib/python3.12/enum.py:1485=34;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=36;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:242=18;File_MustClose:/lib/python3.12/site-packages/pythonmop/plugin_entry.py:522=2,16,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=210;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=206;KeyInList:/usr/lib/python3.12/enum.py:444=39;KeyInList:/usr/lib/python3.12/typing.py:1862=8;KeyInList:/usr/lib/python3.12/typing.py:286=2;KeyInList:/usr/lib/python3.12/typing.py:290=2;KeyInList:/usr/lib/python3.12/urllib/parse.py:397=490;KeyInList:/usr/lib/python3.12/urllib/parse.py:573=20;KeyInList:/usr/lib/python3.12/urllib/parse.py:575=20;KeyInList:/usr/lib/python3.12/mimetypes.py:102=1850;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=2;KeyInList:/usr/lib/python3.12/enum.py:1485=34;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=36;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:242=18;File_MustClose:/lib/python3.12/site-packages/pythonmop/plugin_entry.py:522=2
20260208_164022,1ad2800fc392f065c4905bf777596504a9a66f89,c87357f6b7314ecd108383e76cf90aa41b42bc3a,1655225876,✨ assertNotElement changed timeout #120,https://github.com/SeldomQA/seldom/compare/c87357f6b7314ecd108383e76cf90aa41b42bc3a...1ad2800fc392f065c4905bf777596504a9a66f89,1,0.0,0,,0,,16,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=210;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=206;KeyInList:/usr/lib/python3.12/enum.py:444=39;KeyInList:/usr/lib/python3.12/typing.py:1862=8;KeyInList:/usr/lib/python3.12/typing.py:286=2;KeyInList:/usr/lib/python3.12/typing.py:290=2;KeyInList:/usr/lib/python3.12/urllib/parse.py:397=490;KeyInList:/usr/lib/python3.12/urllib/parse.py:573=20;KeyInList:/usr/lib/python3.12/urllib/parse.py:575=20;KeyInList:/usr/lib/python3.12/mimetypes.py:102=1850;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=2;KeyInList:/usr/lib/python3.12/enum.py:1485=34;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=36;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:242=18;File_MustClose:/lib/python3.12/site-packages/pythonmop/plugin_entry.py:522=2,16,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=210;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=206;KeyInList:/usr/lib/python3.12/enum.py:444=39;KeyInList:/usr/lib/python3.12/typing.py:1862=8;KeyInList:/usr/lib/python3.12/typing.py:286=2;KeyInList:/usr/lib/python3.12/typing.py:290=2;KeyInList:/usr/lib/python3.12/urllib/parse.py:397=490;KeyInList:/usr/lib/python3.12/urllib/parse.py:573=20;KeyInList:/usr/lib/python3.12/urllib/parse.py:575=20;KeyInList:/usr/lib/python3.12/mimetypes.py:102=1850;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=2;KeyInList:/usr/lib/python3.12/enum.py:1485=34;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=36;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:242=18;File_MustClose:/lib/python3.12/site-packages/pythonmop/plugin_entry.py:522=2
