timestamp,current_commit_sha,parent_commit_sha,current_commit_timestamp,current_commit_message,github_url,num_python_file_changed,coverage,num_new_violations,new_violations,num_old_violations,old_violations,num_current_violations,current_violations,num_parent_violations,parent_violations,violations_current_parent_commit_mapping
20260217_231447,ab2773e144fe9bcb5b88d992c72728f9ac719fce,,1734574063,Fix an issue where translation would fail if the threads value was not provided,,,x,11,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719;KeyInList:/usr/lib/python3.12/typing.py:1862;KeyInList:/usr/lib/python3.12/enum.py:444;KeyInList:/usr/lib/python3.12/logging/__init__.py:821;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144;KeyInList:/usr/lib/python3.12/urllib/parse.py:397;KeyInList:/usr/lib/python3.12/unittest/mock.py:1039;KeyInList:<frozen importlib._bootstrap>:1316;File_MustClose:/lib/python3.12/site-packages/pythonmop/plugin_entry.py:522,0,,11,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=88;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=84;KeyInList:/usr/lib/python3.12/typing.py:1862=26;KeyInList:/usr/lib/python3.12/enum.py:444=189;KeyInList:/usr/lib/python3.12/logging/__init__.py:821=1;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=1;KeyInList:/usr/lib/python3.12/urllib/parse.py:397=2;KeyInList:/usr/lib/python3.12/unittest/mock.py:1039=35;KeyInList:<frozen importlib._bootstrap>:1316=2;File_MustClose:/lib/python3.12/site-packages/pythonmop/plugin_entry.py:522=1,0,,
20260217_231447,69b02ee735b3cbedfd0c306d550a28feb897dfcc,ab2773e144fe9bcb5b88d992c72728f9ac719fce,1734582833,fix (style): pep8 method name,https://github.com/Byaidu/PDFMathTranslate/compare/ab2773e144fe9bcb5b88d992c72728f9ac719fce...69b02ee735b3cbedfd0c306d550a28feb897dfcc,1,x,0,,0,,11,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=88;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=84;KeyInList:/usr/lib/python3.12/typing.py:1862=26;KeyInList:/usr/lib/python3.12/enum.py:444=189;KeyInList:/usr/lib/python3.12/logging/__init__.py:821=1;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=1;KeyInList:/usr/lib/python3.12/urllib/parse.py:397=2;KeyInList:/usr/lib/python3.12/unittest/mock.py:1039=35;KeyInList:<frozen importlib._bootstrap>:1316=2;File_MustClose:/lib/python3.12/site-packages/pythonmop/plugin_entry.py:522=1,11,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=88;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=84;KeyInList:/usr/lib/python3.12/typing.py:1862=26;KeyInList:/usr/lib/python3.12/enum.py:444=189;KeyInList:/usr/lib/python3.12/logging/__init__.py:821=1;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=1;KeyInList:/usr/lib/python3.12/urllib/parse.py:397=2;KeyInList:/usr/lib/python3.12/unittest/mock.py:1039=35;KeyInList:<frozen importlib._bootstrap>:1316=2;File_MustClose:/lib/python3.12/site-packages/pythonmop/plugin_entry.py:522=1,
20260217_231447,5ce72a1fb88fcf0bbf18cc0463767fc7032075bc,69b02ee735b3cbedfd0c306d550a28feb897dfcc,1734582953,fix (style): black,https://github.com/Byaidu/PDFMathTranslate/compare/69b02ee735b3cbedfd0c306d550a28feb897dfcc...5ce72a1fb88fcf0bbf18cc0463767fc7032075bc,1,x,0,,0,,11,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=88;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=84;KeyInList:/usr/lib/python3.12/typing.py:1862=26;KeyInList:/usr/lib/python3.12/enum.py:444=189;KeyInList:/usr/lib/python3.12/logging/__init__.py:821=1;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=1;KeyInList:/usr/lib/python3.12/urllib/parse.py:397=2;KeyInList:/usr/lib/python3.12/unittest/mock.py:1039=35;KeyInList:<frozen importlib._bootstrap>:1316=2;File_MustClose:/lib/python3.12/site-packages/pythonmop/plugin_entry.py:522=1,11,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=88;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=84;KeyInList:/usr/lib/python3.12/typing.py:1862=26;KeyInList:/usr/lib/python3.12/enum.py:444=189;KeyInList:/usr/lib/python3.12/logging/__init__.py:821=1;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=1;KeyInList:/usr/lib/python3.12/urllib/parse.py:397=2;KeyInList:/usr/lib/python3.12/unittest/mock.py:1039=35;KeyInList:<frozen importlib._bootstrap>:1316=2;File_MustClose:/lib/python3.12/site-packages/pythonmop/plugin_entry.py:522=1,
20260217_231447,259234391fb5e9c4b1ba8b3a99dcef5863295d55,5ce72a1fb88fcf0bbf18cc0463767fc7032075bc,1734587599,chore (gui): add comments to all methods,https://github.com/Byaidu/PDFMathTranslate/compare/5ce72a1fb88fcf0bbf18cc0463767fc7032075bc...259234391fb5e9c4b1ba8b3a99dcef5863295d55,1,x,0,,0,,11,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=88;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=84;KeyInList:/usr/lib/python3.12/typing.py:1862=26;KeyInList:/usr/lib/python3.12/enum.py:444=189;KeyInList:/usr/lib/python3.12/logging/__init__.py:821=1;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=1;KeyInList:/usr/lib/python3.12/urllib/parse.py:397=2;KeyInList:/usr/lib/python3.12/unittest/mock.py:1039=35;KeyInList:<frozen importlib._bootstrap>:1316=2;File_MustClose:/lib/python3.12/site-packages/pythonmop/plugin_entry.py:522=1,11,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=88;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=84;KeyInList:/usr/lib/python3.12/typing.py:1862=26;KeyInList:/usr/lib/python3.12/enum.py:444=189;KeyInList:/usr/lib/python3.12/logging/__init__.py:821=1;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=1;KeyInList:/usr/lib/python3.12/urllib/parse.py:397=2;KeyInList:/usr/lib/python3.12/unittest/mock.py:1039=35;KeyInList:<frozen importlib._bootstrap>:1316=2;File_MustClose:/lib/python3.12/site-packages/pythonmop/plugin_entry.py:522=1,
20260217_231447,448eae51a0fdb4c0057c73d20c08abc5ff956fef,259234391fb5e9c4b1ba8b3a99dcef5863295d55,1734589125,feat (gui) : 调整PDF预览大小,https://github.com/Byaidu/PDFMathTranslate/compare/259234391fb5e9c4b1ba8b3a99dcef5863295d55...448eae51a0fdb4c0057c73d20c08abc5ff956fef,1,x,0,,0,,11,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=88;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=84;KeyInList:/usr/lib/python3.12/typing.py:1862=26;KeyInList:/usr/lib/python3.12/enum.py:444=189;KeyInList:/usr/lib/python3.12/logging/__init__.py:821=1;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=1;KeyInList:/usr/lib/python3.12/urllib/parse.py:397=2;KeyInList:/usr/lib/python3.12/unittest/mock.py:1039=35;KeyInList:<frozen importlib._bootstrap>:1316=2;File_MustClose:/lib/python3.12/site-packages/pythonmop/plugin_entry.py:522=1,11,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=88;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=84;KeyInList:/usr/lib/python3.12/typing.py:1862=26;KeyInList:/usr/lib/python3.12/enum.py:444=189;KeyInList:/usr/lib/python3.12/logging/__init__.py:821=1;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=1;KeyInList:/usr/lib/python3.12/urllib/parse.py:397=2;KeyInList:/usr/lib/python3.12/unittest/mock.py:1039=35;KeyInList:<frozen importlib._bootstrap>:1316=2;File_MustClose:/lib/python3.12/site-packages/pythonmop/plugin_entry.py:522=1,
20260217_231447,6b293ab38e9d4c67b82a7fbb4837fa4e80416012,448eae51a0fdb4c0057c73d20c08abc5ff956fef,1734590479,feat (cli): add support for non-pdf/a document,https://github.com/Byaidu/PDFMathTranslate/compare/448eae51a0fdb4c0057c73d20c08abc5ff956fef...6b293ab38e9d4c67b82a7fbb4837fa4e80416012,3,x,0,,0,,11,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=88;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=84;KeyInList:/usr/lib/python3.12/typing.py:1862=26;KeyInList:/usr/lib/python3.12/enum.py:444=189;KeyInList:/usr/lib/python3.12/logging/__init__.py:821=1;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=1;KeyInList:/usr/lib/python3.12/urllib/parse.py:397=2;KeyInList:/usr/lib/python3.12/unittest/mock.py:1039=35;KeyInList:<frozen importlib._bootstrap>:1316=2;File_MustClose:/lib/python3.12/site-packages/pythonmop/plugin_entry.py:522=1,11,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=88;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=84;KeyInList:/usr/lib/python3.12/typing.py:1862=26;KeyInList:/usr/lib/python3.12/enum.py:444=189;KeyInList:/usr/lib/python3.12/logging/__init__.py:821=1;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=1;KeyInList:/usr/lib/python3.12/urllib/parse.py:397=2;KeyInList:/usr/lib/python3.12/unittest/mock.py:1039=35;KeyInList:<frozen importlib._bootstrap>:1316=2;File_MustClose:/lib/python3.12/site-packages/pythonmop/plugin_entry.py:522=1,
20260217_231447,502de5d647022b9c8cef825f94d1ac548bacd682,6b293ab38e9d4c67b82a7fbb4837fa4e80416012,1734590661,feat (cli): add support for non-pdf/a document; style fixed,https://github.com/Byaidu/PDFMathTranslate/compare/6b293ab38e9d4c67b82a7fbb4837fa4e80416012...502de5d647022b9c8cef825f94d1ac548bacd682,1,x,0,,0,,11,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=88;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=84;KeyInList:/usr/lib/python3.12/typing.py:1862=26;KeyInList:/usr/lib/python3.12/enum.py:444=189;KeyInList:/usr/lib/python3.12/logging/__init__.py:821=1;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=1;KeyInList:/usr/lib/python3.12/urllib/parse.py:397=2;KeyInList:/usr/lib/python3.12/unittest/mock.py:1039=35;KeyInList:<frozen importlib._bootstrap>:1316=2;File_MustClose:/lib/python3.12/site-packages/pythonmop/plugin_entry.py:522=1,11,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=88;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=84;KeyInList:/usr/lib/python3.12/typing.py:1862=26;KeyInList:/usr/lib/python3.12/enum.py:444=189;KeyInList:/usr/lib/python3.12/logging/__init__.py:821=1;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=1;KeyInList:/usr/lib/python3.12/urllib/parse.py:397=2;KeyInList:/usr/lib/python3.12/unittest/mock.py:1039=35;KeyInList:<frozen importlib._bootstrap>:1316=2;File_MustClose:/lib/python3.12/site-packages/pythonmop/plugin_entry.py:522=1,
20260217_231447,40ac9f945a7459699a1a6b6fac5d5fb0820acaf9,502de5d647022b9c8cef825f94d1ac548bacd682,1734676732,Add unittest for cache,https://github.com/Byaidu/PDFMathTranslate/compare/502de5d647022b9c8cef825f94d1ac548bacd682...40ac9f945a7459699a1a6b6fac5d5fb0820acaf9,2,x,0,,0,,11,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=124;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=120;KeyInList:/usr/lib/python3.12/typing.py:1862=26;KeyInList:/usr/lib/python3.12/enum.py:444=189;KeyInList:/usr/lib/python3.12/logging/__init__.py:821=1;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=1;KeyInList:/usr/lib/python3.12/urllib/parse.py:397=2;KeyInList:/usr/lib/python3.12/unittest/mock.py:1039=35;KeyInList:<frozen importlib._bootstrap>:1316=2;File_MustClose:/lib/python3.12/site-packages/pythonmop/plugin_entry.py:522=20,11,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=88;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=84;KeyInList:/usr/lib/python3.12/typing.py:1862=26;KeyInList:/usr/lib/python3.12/enum.py:444=189;KeyInList:/usr/lib/python3.12/logging/__init__.py:821=1;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=1;KeyInList:/usr/lib/python3.12/urllib/parse.py:397=2;KeyInList:/usr/lib/python3.12/unittest/mock.py:1039=35;KeyInList:<frozen importlib._bootstrap>:1316=2;File_MustClose:/lib/python3.12/site-packages/pythonmop/plugin_entry.py:522=1,
20260217_231447,b1c0f917618c1b23916f054e9ddb09e2fa025e3a,40ac9f945a7459699a1a6b6fac5d5fb0820acaf9,1734678909,Fix format,https://github.com/Byaidu/PDFMathTranslate/compare/40ac9f945a7459699a1a6b6fac5d5fb0820acaf9...b1c0f917618c1b23916f054e9ddb09e2fa025e3a,1,x,0,,0,,11,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=124;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=120;KeyInList:/usr/lib/python3.12/typing.py:1862=26;KeyInList:/usr/lib/python3.12/enum.py:444=189;KeyInList:/usr/lib/python3.12/logging/__init__.py:821=1;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=1;KeyInList:/usr/lib/python3.12/urllib/parse.py:397=2;KeyInList:/usr/lib/python3.12/unittest/mock.py:1039=35;KeyInList:<frozen importlib._bootstrap>:1316=2;File_MustClose:/lib/python3.12/site-packages/pythonmop/plugin_entry.py:522=20,11,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=124;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=120;KeyInList:/usr/lib/python3.12/typing.py:1862=26;KeyInList:/usr/lib/python3.12/enum.py:444=189;KeyInList:/usr/lib/python3.12/logging/__init__.py:821=1;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=1;KeyInList:/usr/lib/python3.12/urllib/parse.py:397=2;KeyInList:/usr/lib/python3.12/unittest/mock.py:1039=35;KeyInList:<frozen importlib._bootstrap>:1316=2;File_MustClose:/lib/python3.12/site-packages/pythonmop/plugin_entry.py:522=20,
20260217_231447,7377cef859b999f696a824872a190e2e4d2c4051,b1c0f917618c1b23916f054e9ddb09e2fa025e3a,1734685175,feat (translator): enhance chat response handling with retries and streaming,https://github.com/Byaidu/PDFMathTranslate/compare/b1c0f917618c1b23916f054e9ddb09e2fa025e3a...7377cef859b999f696a824872a190e2e4d2c4051,2,x,0,,0,,11,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=88;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=84;KeyInList:/usr/lib/python3.12/typing.py:1862=26;KeyInList:/usr/lib/python3.12/enum.py:444=189;KeyInList:/usr/lib/python3.12/logging/__init__.py:821=1;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=1;KeyInList:/usr/lib/python3.12/urllib/parse.py:397=2;KeyInList:/usr/lib/python3.12/unittest/mock.py:1039=35;KeyInList:<frozen importlib._bootstrap>:1316=2;File_MustClose:/lib/python3.12/site-packages/pythonmop/plugin_entry.py:522=1,11,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=124;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=120;KeyInList:/usr/lib/python3.12/typing.py:1862=26;KeyInList:/usr/lib/python3.12/enum.py:444=189;KeyInList:/usr/lib/python3.12/logging/__init__.py:821=1;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=1;KeyInList:/usr/lib/python3.12/urllib/parse.py:397=2;KeyInList:/usr/lib/python3.12/unittest/mock.py:1039=35;KeyInList:<frozen importlib._bootstrap>:1316=2;File_MustClose:/lib/python3.12/site-packages/pythonmop/plugin_entry.py:522=20,
