timestamp,current_commit_sha,parent_commit_sha,current_commit_timestamp,current_commit_message,github_url,num_python_file_changed,coverage,num_new_violations,new_violations,num_old_violations,old_violations,num_current_violations,current_violations,num_parent_violations,parent_violations
20251229_105358,8decaa62c62f6c7658e1c209aae9f2d2713f86f1,,1703879755,DRY gather config files by directories (#20346),,,4.667000000000001,8,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719;KeyInList:/usr/lib/python3.12/enum.py:444;KeyInList:/usr/lib/python3.12/pkgutil.py:390;KeyInList:/usr/lib/python3.12/typing.py:286;KeyInList:/usr/lib/python3.12/typing.py:290;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144,0,,8,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=444;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=442;KeyInList:/usr/lib/python3.12/enum.py:444=35;KeyInList:/usr/lib/python3.12/pkgutil.py:390=1;KeyInList:/usr/lib/python3.12/typing.py:286=9;KeyInList:/usr/lib/python3.12/typing.py:290=8;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=1,0,
20251229_105358,edcafeb0cfb62d09c62d200c584badd340e0b8d8,8decaa62c62f6c7658e1c209aae9f2d2713f86f1,1703951626,Addresses TODOs in Java and Kotline parsers (#20350),https://github.com/pantsbuild/pants/compare/8decaa62c62f6c7658e1c209aae9f2d2713f86f1...edcafeb0cfb62d09c62d200c584badd340e0b8d8,35,4.687,1,KeyInList:/usr/lib/python3.12/typing.py:1862,0,,9,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=444;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=442;KeyInList:/usr/lib/python3.12/enum.py:444=35;KeyInList:/usr/lib/python3.12/pkgutil.py:390=1;KeyInList:/usr/lib/python3.12/typing.py:286=9;KeyInList:/usr/lib/python3.12/typing.py:290=8;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=1;KeyInList:/usr/lib/python3.12/typing.py:1862=1,8,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=444;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=442;KeyInList:/usr/lib/python3.12/enum.py:444=35;KeyInList:/usr/lib/python3.12/pkgutil.py:390=1;KeyInList:/usr/lib/python3.12/typing.py:286=9;KeyInList:/usr/lib/python3.12/typing.py:290=8;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=1
20251229_105358,faa50896b7ae80c254d3b97d85086c84db58297a,edcafeb0cfb62d09c62d200c584badd340e0b8d8,1704425439,Use `GLOBAL` when required in toml in docs (#20345),https://github.com/pantsbuild/pants/compare/edcafeb0cfb62d09c62d200c584badd340e0b8d8...faa50896b7ae80c254d3b97d85086c84db58297a,1,4.687,0,,0,,9,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=444;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=442;KeyInList:/usr/lib/python3.12/enum.py:444=35;KeyInList:/usr/lib/python3.12/pkgutil.py:390=1;KeyInList:/usr/lib/python3.12/typing.py:286=9;KeyInList:/usr/lib/python3.12/typing.py:290=8;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=1;KeyInList:/usr/lib/python3.12/typing.py:1862=1,9,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=444;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=442;KeyInList:/usr/lib/python3.12/enum.py:444=35;KeyInList:/usr/lib/python3.12/pkgutil.py:390=1;KeyInList:/usr/lib/python3.12/typing.py:286=9;KeyInList:/usr/lib/python3.12/typing.py:290=8;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=1;KeyInList:/usr/lib/python3.12/typing.py:1862=1
20251229_105359,45ca98a2bb4c246c8615afb71d80e2f6a1b189e7,faa50896b7ae80c254d3b97d85086c84db58297a,1704464568,Allow using scalac plugins that emit additional compilation results (#20357),https://github.com/pantsbuild/pants/compare/faa50896b7ae80c254d3b97d85086c84db58297a...45ca98a2bb4c246c8615afb71d80e2f6a1b189e7,9,4.687,0,,0,,9,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=444;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=442;KeyInList:/usr/lib/python3.12/enum.py:444=35;KeyInList:/usr/lib/python3.12/pkgutil.py:390=1;KeyInList:/usr/lib/python3.12/typing.py:286=9;KeyInList:/usr/lib/python3.12/typing.py:290=8;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=1;KeyInList:/usr/lib/python3.12/typing.py:1862=1,9,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=444;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=442;KeyInList:/usr/lib/python3.12/enum.py:444=35;KeyInList:/usr/lib/python3.12/pkgutil.py:390=1;KeyInList:/usr/lib/python3.12/typing.py:286=9;KeyInList:/usr/lib/python3.12/typing.py:290=8;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=1;KeyInList:/usr/lib/python3.12/typing.py:1862=1
20251229_105359,b28e60a298ce0328a2e8970d0abf49a08c3c6914,45ca98a2bb4c246c8615afb71d80e2f6a1b189e7,1704492413,Move jvm `Coordinate` class to a separate module (#20338),https://github.com/pantsbuild/pants/compare/45ca98a2bb4c246c8615afb71d80e2f6a1b189e7...b28e60a298ce0328a2e8970d0abf49a08c3c6914,25,4.6850000000000005,0,,0,,9,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=444;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=442;KeyInList:/usr/lib/python3.12/enum.py:444=35;KeyInList:/usr/lib/python3.12/pkgutil.py:390=1;KeyInList:/usr/lib/python3.12/typing.py:286=9;KeyInList:/usr/lib/python3.12/typing.py:290=8;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=1;KeyInList:/usr/lib/python3.12/typing.py:1862=1,9,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=444;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=442;KeyInList:/usr/lib/python3.12/enum.py:444=35;KeyInList:/usr/lib/python3.12/pkgutil.py:390=1;KeyInList:/usr/lib/python3.12/typing.py:286=9;KeyInList:/usr/lib/python3.12/typing.py:290=8;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=1;KeyInList:/usr/lib/python3.12/typing.py:1862=1
20251229_105359,d0c0fca0c75507a6c2cc783d18a70107174927dc,b28e60a298ce0328a2e8970d0abf49a08c3c6914,1704564207,Fix: Include transitive dependencies for Terraform (#20241),https://github.com/pantsbuild/pants/compare/b28e60a298ce0328a2e8970d0abf49a08c3c6914...d0c0fca0c75507a6c2cc783d18a70107174927dc,4,4.684,0,,0,,9,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=444;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=442;KeyInList:/usr/lib/python3.12/enum.py:444=35;KeyInList:/usr/lib/python3.12/pkgutil.py:390=1;KeyInList:/usr/lib/python3.12/typing.py:286=9;KeyInList:/usr/lib/python3.12/typing.py:290=8;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=1;KeyInList:/usr/lib/python3.12/typing.py:1862=1,9,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=444;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=442;KeyInList:/usr/lib/python3.12/enum.py:444=35;KeyInList:/usr/lib/python3.12/pkgutil.py:390=1;KeyInList:/usr/lib/python3.12/typing.py:286=9;KeyInList:/usr/lib/python3.12/typing.py:290=8;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=1;KeyInList:/usr/lib/python3.12/typing.py:1862=1
20251229_105359,4a5eca0a26bdd1668a87046cf35d89ce46264bbb,d0c0fca0c75507a6c2cc783d18a70107174927dc,1704803570,fix: in-repo plugin requirements.txt not loading (#20355),https://github.com/pantsbuild/pants/compare/d0c0fca0c75507a6c2cc783d18a70107174927dc...4a5eca0a26bdd1668a87046cf35d89ce46264bbb,2,4.684,0,,0,,9,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=444;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=442;KeyInList:/usr/lib/python3.12/enum.py:444=35;KeyInList:/usr/lib/python3.12/pkgutil.py:390=1;KeyInList:/usr/lib/python3.12/typing.py:286=9;KeyInList:/usr/lib/python3.12/typing.py:290=8;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=1;KeyInList:/usr/lib/python3.12/typing.py:1862=1,9,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=444;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=442;KeyInList:/usr/lib/python3.12/enum.py:444=35;KeyInList:/usr/lib/python3.12/pkgutil.py:390=1;KeyInList:/usr/lib/python3.12/typing.py:286=9;KeyInList:/usr/lib/python3.12/typing.py:290=8;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=1;KeyInList:/usr/lib/python3.12/typing.py:1862=1
20251229_105359,b8c5fbf50fcb8eeca676465c4100eaddb69371f4,4a5eca0a26bdd1668a87046cf35d89ce46264bbb,1704983825,plumb sh-boot through to pex_binary (#19925),https://github.com/pantsbuild/pants/compare/4a5eca0a26bdd1668a87046cf35d89ce46264bbb...b8c5fbf50fcb8eeca676465c4100eaddb69371f4,4,4.682,0,,0,,9,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=444;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=442;KeyInList:/usr/lib/python3.12/enum.py:444=35;KeyInList:/usr/lib/python3.12/pkgutil.py:390=1;KeyInList:/usr/lib/python3.12/typing.py:286=9;KeyInList:/usr/lib/python3.12/typing.py:290=8;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=1;KeyInList:/usr/lib/python3.12/typing.py:1862=1,9,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=444;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=442;KeyInList:/usr/lib/python3.12/enum.py:444=35;KeyInList:/usr/lib/python3.12/pkgutil.py:390=1;KeyInList:/usr/lib/python3.12/typing.py:286=9;KeyInList:/usr/lib/python3.12/typing.py:290=8;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=1;KeyInList:/usr/lib/python3.12/typing.py:1862=1
20251229_105359,b6e383e3c5420af6bfdba07fce181a53698fe79b,b8c5fbf50fcb8eeca676465c4100eaddb69371f4,1705296873,Parse dict options in the rust options parser. (#20408),https://github.com/pantsbuild/pants/compare/b8c5fbf50fcb8eeca676465c4100eaddb69371f4...b6e383e3c5420af6bfdba07fce181a53698fe79b,23,4.679,0,,0,,9,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=444;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=442;KeyInList:/usr/lib/python3.12/enum.py:444=35;KeyInList:/usr/lib/python3.12/pkgutil.py:390=1;KeyInList:/usr/lib/python3.12/typing.py:286=9;KeyInList:/usr/lib/python3.12/typing.py:290=8;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=1;KeyInList:/usr/lib/python3.12/typing.py:1862=1,9,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=444;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=442;KeyInList:/usr/lib/python3.12/enum.py:444=35;KeyInList:/usr/lib/python3.12/pkgutil.py:390=1;KeyInList:/usr/lib/python3.12/typing.py:286=9;KeyInList:/usr/lib/python3.12/typing.py:290=8;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=1;KeyInList:/usr/lib/python3.12/typing.py:1862=1
20251229_105359,672b1b5cf092cd5f29b495e38544470aa8a8d627,b6e383e3c5420af6bfdba07fce181a53698fe79b,1705354073,Add jvm_index Option to Coursier Subsystem (#20271),https://github.com/pantsbuild/pants/compare/b6e383e3c5420af6bfdba07fce181a53698fe79b...672b1b5cf092cd5f29b495e38544470aa8a8d627,3,4.678,0,,0,,9,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=444;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=442;KeyInList:/usr/lib/python3.12/enum.py:444=35;KeyInList:/usr/lib/python3.12/pkgutil.py:390=1;KeyInList:/usr/lib/python3.12/typing.py:286=9;KeyInList:/usr/lib/python3.12/typing.py:290=8;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=1;KeyInList:/usr/lib/python3.12/typing.py:1862=1,9,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=444;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=442;KeyInList:/usr/lib/python3.12/enum.py:444=35;KeyInList:/usr/lib/python3.12/pkgutil.py:390=1;KeyInList:/usr/lib/python3.12/typing.py:286=9;KeyInList:/usr/lib/python3.12/typing.py:290=8;KeyInList:/usr/lib/python3.12/encodings/__init__.py:144=1;KeyInList:/usr/lib/python3.12/typing.py:1862=1
