timestamp,current_commit_sha,parent_commit_sha,current_commit_timestamp,current_commit_message,github_url,num_python_file_changed,coverage,num_new_violations,new_violations,num_old_violations,old_violations,num_current_violations,current_violations,num_parent_violations,parent_violations
20251222_122244,1fd2d6303c9ee288576c4f0cb903b482a9d47ec9,,1731662200,Update __init__.py,,,x,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,0,
20251222_122244,e9d4a39d7d236b9a64ce3f10241f74f27f7c3160,1fd2d6303c9ee288576c4f0cb903b482a9d47ec9,1731664457,Update __init__.py,https://github.com/Scrapybara/scrapybara-python/compare/1fd2d6303c9ee288576c4f0cb903b482a9d47ec9...e9d4a39d7d236b9a64ce3f10241f74f27f7c3160,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_122244,b9d64c20ca059a144e70cc32a057c42db06d5054,e9d4a39d7d236b9a64ce3f10241f74f27f7c3160,1731666399,Update __init__.py,https://github.com/Scrapybara/scrapybara-python/compare/e9d4a39d7d236b9a64ce3f10241f74f27f7c3160...b9d64c20ca059a144e70cc32a057c42db06d5054,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_122244,5c08f35fcf2941cea86a65c147b09b64d4dabe92,b9d64c20ca059a144e70cc32a057c42db06d5054,1731667094,Update __init__.py,https://github.com/Scrapybara/scrapybara-python/compare/b9d64c20ca059a144e70cc32a057c42db06d5054...5c08f35fcf2941cea86a65c147b09b64d4dabe92,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_122244,b5c9b6049399e8bcc1cada7f75671ff73d3711f6,5c08f35fcf2941cea86a65c147b09b64d4dabe92,1731787498,tool calling fixes,https://github.com/Scrapybara/scrapybara-python/compare/5c08f35fcf2941cea86a65c147b09b64d4dabe92...b5c9b6049399e8bcc1cada7f75671ff73d3711f6,5,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_122244,2c5d2a479d32d2e30b9d54e64081afb896970ba1,b5c9b6049399e8bcc1cada7f75671ff73d3711f6,1731898573,Update __init__.py,https://github.com/Scrapybara/scrapybara-python/compare/b5c9b6049399e8bcc1cada7f75671ff73d3711f6...2c5d2a479d32d2e30b9d54e64081afb896970ba1,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_122244,76dfdc5c04aeaaf217789f979f8623d80bac9993,2c5d2a479d32d2e30b9d54e64081afb896970ba1,1731923963,Update __init__.py,https://github.com/Scrapybara/scrapybara-python/compare/2c5d2a479d32d2e30b9d54e64081afb896970ba1...76dfdc5c04aeaaf217789f979f8623d80bac9993,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_122244,daae4e9e7ed229ea32e287ffc08843c153cd1c57,76dfdc5c04aeaaf217789f979f8623d80bac9993,1731961857,Update __init__.py,https://github.com/Scrapybara/scrapybara-python/compare/76dfdc5c04aeaaf217789f979f8623d80bac9993...daae4e9e7ed229ea32e287ffc08843c153cd1c57,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_122244,49dd2860607bf2288cb13d6225b725f8b9cafea1,daae4e9e7ed229ea32e287ffc08843c153cd1c57,1732785532,initial extra wait,https://github.com/Scrapybara/scrapybara-python/compare/daae4e9e7ed229ea32e287ffc08843c153cd1c57...49dd2860607bf2288cb13d6225b725f8b9cafea1,6,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_122244,66eccebcc6acec6f53de6fdebbc8341d0ce6e322,49dd2860607bf2288cb13d6225b725f8b9cafea1,1732785976,Update __init__.py,https://github.com/Scrapybara/scrapybara-python/compare/49dd2860607bf2288cb13d6225b725f8b9cafea1...66eccebcc6acec6f53de6fdebbc8341d0ce6e322,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
