timestamp,current_commit_sha,parent_commit_sha,current_commit_timestamp,current_commit_message,github_url,num_python_file_changed,coverage,num_new_violations,new_violations,num_old_violations,old_violations,num_current_violations,current_violations,num_parent_violations,parent_violations
20251223_125102,0715832974eca0a0facfcc86be3070a0082725a8,,1694108666,new component for federated llm (#1),,,x,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,0,
20251223_125102,2d74c54c5d85b6043a99955d9a881170c8269c8f,0715832974eca0a0facfcc86be3070a0082725a8,1695237632,rename repo (#11),https://github.com/gyliu513/langX101/compare/0715832974eca0a0facfcc86be3070a0082725a8...2d74c54c5d85b6043a99955d9a881170c8269c8f,2,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_125102,4ce67eaca3b7678ebc4439a8e2c8650c65471947,2d74c54c5d85b6043a99955d9a881170c8269c8f,1697819410,langserve (#39),https://github.com/gyliu513/langX101/compare/2d74c54c5d85b6043a99955d9a881170c8269c8f...4ce67eaca3b7678ebc4439a8e2c8650c65471947,4,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_125102,282b14ddce563381938aea7f61b7e5ef771b8d6b,4ce67eaca3b7678ebc4439a8e2c8650c65471947,1698078210,autowrapt (#40),https://github.com/gyliu513/langX101/compare/4ce67eaca3b7678ebc4439a8e2c8650c65471947...282b14ddce563381938aea7f61b7e5ef771b8d6b,4,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_125102,36fbccad1a5033d3eacefd2547bc4e4d8bf8d3b9,282b14ddce563381938aea7f61b7e5ef771b8d6b,1698156020,poetry (#41),https://github.com/gyliu513/langX101/compare/282b14ddce563381938aea7f61b7e5ef771b8d6b...36fbccad1a5033d3eacefd2547bc4e4d8bf8d3b9,2,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_125102,3f29ef0dfdbadb923ec49d6353f9d7df4d0af8ac,36fbccad1a5033d3eacefd2547bc4e4d8bf8d3b9,1698345270,decorator (#44),https://github.com/gyliu513/langX101/compare/36fbccad1a5033d3eacefd2547bc4e4d8bf8d3b9...3f29ef0dfdbadb923ec49d6353f9d7df4d0af8ac,3,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_125102,ab2b6dbee1fe2b5021e93f7065d6fb7041352571,3f29ef0dfdbadb923ec49d6353f9d7df4d0af8ac,1698345683,watsonx chat (#45),https://github.com/gyliu513/langX101/compare/3f29ef0dfdbadb923ec49d6353f9d7df4d0af8ac...ab2b6dbee1fe2b5021e93f7065d6fb7041352571,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_125102,194e4d05f48e0401a0ffb33459f8fd6d4159b5d2,ab2b6dbee1fe2b5021e93f7065d6fb7041352571,1698347338,langf-watsonx-1 (#46),https://github.com/gyliu513/langX101/compare/ab2b6dbee1fe2b5021e93f7065d6fb7041352571...194e4d05f48e0401a0ffb33459f8fd6d4159b5d2,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_125102,d284d0944f372c2c1b7efd5f00b71063bc85a3f6,194e4d05f48e0401a0ffb33459f8fd6d4159b5d2,1698350459,lf2 (#47),https://github.com/gyliu513/langX101/compare/194e4d05f48e0401a0ffb33459f8fd6d4159b5d2...d284d0944f372c2c1b7efd5f00b71063bc85a3f6,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_125102,d4a881f19cfa15497578ebccd1e7930f36aa6cf5,d284d0944f372c2c1b7efd5f00b71063bc85a3f6,1698351372,openai (#48),https://github.com/gyliu513/langX101/compare/d284d0944f372c2c1b7efd5f00b71063bc85a3f6...d4a881f19cfa15497578ebccd1e7930f36aa6cf5,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_125102,0083f6d4c95f8679de4df1f75002207ea4208be7,d4a881f19cfa15497578ebccd1e7930f36aa6cf5,1698689556,watsonx update (#49),https://github.com/gyliu513/langX101/compare/d4a881f19cfa15497578ebccd1e7930f36aa6cf5...0083f6d4c95f8679de4df1f75002207ea4208be7,2,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_125102,44ee96c557b395a063318d2cb4b10fe632ba68ff,0083f6d4c95f8679de4df1f75002207ea4208be7,1698694474,instrument (#50),https://github.com/gyliu513/langX101/compare/0083f6d4c95f8679de4df1f75002207ea4208be7...44ee96c557b395a063318d2cb4b10fe632ba68ff,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_125102,7e7f8dc993a9ae244742b6f9af65c9127317c44c,44ee96c557b395a063318d2cb4b10fe632ba68ff,1698695981,ibm wx1 (#51),https://github.com/gyliu513/langX101/compare/44ee96c557b395a063318d2cb4b10fe632ba68ff...7e7f8dc993a9ae244742b6f9af65c9127317c44c,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_125102,ce3409083554fcc4c4ea16fb65cc55aaf0017ffc,7e7f8dc993a9ae244742b6f9af65c9127317c44c,1698757335,using watsonx foundation_model (#52),https://github.com/gyliu513/langX101/compare/7e7f8dc993a9ae244742b6f9af65c9127317c44c...ce3409083554fcc4c4ea16fb65cc55aaf0017ffc,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_125102,d9492e9c1a25779e3c2ec4bb7434b1b21ee92f5d,ce3409083554fcc4c4ea16fb65cc55aaf0017ffc,1698851298,langfuse test with import (#55),https://github.com/gyliu513/langX101/compare/ce3409083554fcc4c4ea16fb65cc55aaf0017ffc...d9492e9c1a25779e3c2ec4bb7434b1b21ee92f5d,5,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
