timestamp,current_commit_sha,parent_commit_sha,current_commit_timestamp,current_commit_message,github_url,num_python_file_changed,coverage,num_new_violations,new_violations,num_old_violations,old_violations,num_current_violations,current_violations,num_parent_violations,parent_violations
20251223_123939,3aaf35792f2cfa2f2adbf84992ee5411af65c52d,,1655806574,Update Pyrogram to v2.0.30,,,x,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719;KeyInList:/usr/lib/python3.12/enum.py:444;KeyInList:/usr/lib/python3.12/mimetypes.py:102,0,,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=175;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832,0,
20251223_123939,4398cbb561ac92af18c61378d3bebcb6fb2ae73a,3aaf35792f2cfa2f2adbf84992ee5411af65c52d,1657822894,Improve edit_inline_media (#1036),https://github.com/Mayuri-Chan/pyrofork/compare/3aaf35792f2cfa2f2adbf84992ee5411af65c52d...4398cbb561ac92af18c61378d3bebcb6fb2ae73a,2,x,0,,0,,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=175;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=175;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832
20251223_123939,11d6a4a833c4e9f925507d255d5306d94e466094,4398cbb561ac92af18c61378d3bebcb6fb2ae73a,1657822968,Update Pyrogram to v2.0.31,https://github.com/Mayuri-Chan/pyrofork/compare/4398cbb561ac92af18c61378d3bebcb6fb2ae73a...11d6a4a833c4e9f925507d255d5306d94e466094,1,x,0,,0,,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=175;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=175;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832
20251223_123939,d1e8b3bf1e87e65bf5724cbae709e8dadac02183,11d6a4a833c4e9f925507d255d5306d94e466094,1657825290,Update Pyrogram to v2.0.32,https://github.com/Mayuri-Chan/pyrofork/compare/11d6a4a833c4e9f925507d255d5306d94e466094...d1e8b3bf1e87e65bf5724cbae709e8dadac02183,1,x,0,,0,,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=175;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=175;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832
20251223_123939,298d361092aee2c410bb1086d65483151fae2de7,d1e8b3bf1e87e65bf5724cbae709e8dadac02183,1657992326,"Store ""me"" user object before starting dispatcher (#1042)",https://github.com/Mayuri-Chan/pyrofork/compare/d1e8b3bf1e87e65bf5724cbae709e8dadac02183...298d361092aee2c410bb1086d65483151fae2de7,1,x,0,,0,,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=175;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=175;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832
20251223_123939,d9c8e0450b0913e3949ab5938bb5d91dc6af7c63,298d361092aee2c410bb1086d65483151fae2de7,1657992357,Update Pyrogram to v2.0.33,https://github.com/Mayuri-Chan/pyrofork/compare/298d361092aee2c410bb1086d65483151fae2de7...d9c8e0450b0913e3949ab5938bb5d91dc6af7c63,1,x,0,,0,,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=175;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=175;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832
20251223_123939,ed748952b5d7acb33ed64e3d63de895419144cdb,d9c8e0450b0913e3949ab5938bb5d91dc6af7c63,1658502918,Filter out empty entities internally (#1041),https://github.com/Mayuri-Chan/pyrofork/compare/d9c8e0450b0913e3949ab5938bb5d91dc6af7c63...ed748952b5d7acb33ed64e3d63de895419144cdb,2,x,0,,0,,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=175;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=175;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832
20251223_123939,6f7ec0de03a2b497d3a5c844c1c9e1ec40896483,ed748952b5d7acb33ed64e3d63de895419144cdb,1658502973,Update Pyrogram to v2.0.34,https://github.com/Mayuri-Chan/pyrofork/compare/ed748952b5d7acb33ed64e3d63de895419144cdb...6f7ec0de03a2b497d3a5c844c1c9e1ec40896483,1,x,0,,0,,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=175;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=175;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832
20251223_123939,673660242422fb4b852e84dd028af6a2a50002cb,6f7ec0de03a2b497d3a5c844c1c9e1ec40896483,1658609541,Handle socket.connect() blocking-ness,https://github.com/Mayuri-Chan/pyrofork/compare/6f7ec0de03a2b497d3a5c844c1c9e1ec40896483...673660242422fb4b852e84dd028af6a2a50002cb,1,x,0,,0,,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=175;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=175;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832
20251223_123939,de3127720ecce9ece8da99f32c9dfd8ce55793cd,673660242422fb4b852e84dd028af6a2a50002cb,1658609567,Update Pyrogram to v2.0.35,https://github.com/Mayuri-Chan/pyrofork/compare/673660242422fb4b852e84dd028af6a2a50002cb...de3127720ecce9ece8da99f32c9dfd8ce55793cd,1,x,0,,0,,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=175;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=175;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832
20251223_123939,8da085198442a879103e813b035672c2ab827c52,de3127720ecce9ece8da99f32c9dfd8ce55793cd,1660219116,Add support for BytesIO in InputMedia objects (#1047),https://github.com/Mayuri-Chan/pyrofork/compare/de3127720ecce9ece8da99f32c9dfd8ce55793cd...8da085198442a879103e813b035672c2ab827c52,7,x,0,,0,,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=175;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=175;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832
20251223_123939,e1923508f68c00892e460009c28153181db6c0e4,8da085198442a879103e813b035672c2ab827c52,1660219651,Fixed edit_inline_media once again (#1052),https://github.com/Mayuri-Chan/pyrofork/compare/8da085198442a879103e813b035672c2ab827c52...e1923508f68c00892e460009c28153181db6c0e4,1,x,0,,0,,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=175;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=175;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832
20251223_123939,c26c1004ad94f032db28ded23dd630f9f8af000e,e1923508f68c00892e460009c28153181db6c0e4,1660219687,Update Pyrogram to v2.0.36,https://github.com/Mayuri-Chan/pyrofork/compare/e1923508f68c00892e460009c28153181db6c0e4...c26c1004ad94f032db28ded23dd630f9f8af000e,1,x,0,,0,,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=175;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=175;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832
20251223_123939,cd69fb6d76193175a8dd2a298c69802e921479fb,c26c1004ad94f032db28ded23dd630f9f8af000e,1660317488,Add support for CUSTOM_EMOJI message entity type,https://github.com/Mayuri-Chan/pyrofork/compare/c26c1004ad94f032db28ded23dd630f9f8af000e...cd69fb6d76193175a8dd2a298c69802e921479fb,2,x,0,,0,,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=176;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=175;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832
20251223_123939,8c399323c875b31b8417d6893f78dc38d978dceb,cd69fb6d76193175a8dd2a298c69802e921479fb,1660318393,Add new method get_custom_emoji_stickers,https://github.com/Mayuri-Chan/pyrofork/compare/cd69fb6d76193175a8dd2a298c69802e921479fb...8c399323c875b31b8417d6893f78dc38d978dceb,3,x,0,,0,,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=176;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=176;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832
20251223_123939,78fe290b404a4368ad0b700418afcb9e8fb72dc7,8c399323c875b31b8417d6893f78dc38d978dceb,1660318721,Update Pyrogram to v2.0.37,https://github.com/Mayuri-Chan/pyrofork/compare/8c399323c875b31b8417d6893f78dc38d978dceb...78fe290b404a4368ad0b700418afcb9e8fb72dc7,1,x,0,,0,,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=176;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=176;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832
20251223_123939,9aefff9f8db13ea4a962fc13d3ad10d96db1508b,78fe290b404a4368ad0b700418afcb9e8fb72dc7,1660321205,Fix join applications for public chats,https://github.com/Mayuri-Chan/pyrofork/compare/78fe290b404a4368ad0b700418afcb9e8fb72dc7...9aefff9f8db13ea4a962fc13d3ad10d96db1508b,1,x,0,,0,,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=176;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=176;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832
20251223_123939,6c34c83a3ea82bd0c3d4f0e7bdff6f54c2f7bdbc,9aefff9f8db13ea4a962fc13d3ad10d96db1508b,1660321231,Update Pyrogram to v2.0.38,https://github.com/Mayuri-Chan/pyrofork/compare/9aefff9f8db13ea4a962fc13d3ad10d96db1508b...6c34c83a3ea82bd0c3d4f0e7bdff6f54c2f7bdbc,1,x,0,,0,,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=176;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=176;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832
20251223_123939,6b7e5dcd1aa498795a2db6ae6b012ebb6aee2a5c,6c34c83a3ea82bd0c3d4f0e7bdff6f54c2f7bdbc,1660466808,Fix sending custom emoji,https://github.com/Mayuri-Chan/pyrofork/compare/6c34c83a3ea82bd0c3d4f0e7bdff6f54c2f7bdbc...6b7e5dcd1aa498795a2db6ae6b012ebb6aee2a5c,1,x,0,,0,,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=176;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=176;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832
20251223_123939,95de5f7eae4f53b600310f165b6f973c6f8895f9,6b7e5dcd1aa498795a2db6ae6b012ebb6aee2a5c,1660467048,Fix determining video sticker resolution. Add sticker duration to Sticker type (#1065),https://github.com/Mayuri-Chan/pyrofork/compare/6b7e5dcd1aa498795a2db6ae6b012ebb6aee2a5c...95de5f7eae4f53b600310f165b6f973c6f8895f9,4,x,0,,0,,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=176;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=176;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832
20251223_123939,2e46514012167b84d5f984fcd00917af0420866d,95de5f7eae4f53b600310f165b6f973c6f8895f9,1660468741,Refactor Sticker parsing,https://github.com/Mayuri-Chan/pyrofork/compare/95de5f7eae4f53b600310f165b6f973c6f8895f9...2e46514012167b84d5f984fcd00917af0420866d,3,x,0,,0,,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=176;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=176;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832
20251223_123939,bb450d1cefcaf7f9d08808a5c8fbe63b04479e00,2e46514012167b84d5f984fcd00917af0420866d,1660469470,Update Pyrogram to v2.0.39,https://github.com/Mayuri-Chan/pyrofork/compare/2e46514012167b84d5f984fcd00917af0420866d...bb450d1cefcaf7f9d08808a5c8fbe63b04479e00,2,x,0,,0,,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=176;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=176;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832
20251223_123939,803f8f0073a38a3c0724354e76f1f358fa5c252d,bb450d1cefcaf7f9d08808a5c8fbe63b04479e00,1660509429,Fix Sticker parsing,https://github.com/Mayuri-Chan/pyrofork/compare/bb450d1cefcaf7f9d08808a5c8fbe63b04479e00...803f8f0073a38a3c0724354e76f1f358fa5c252d,1,x,0,,0,,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=176;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=176;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832
20251223_123939,2242adb5984e5e09ff970a3c6853e972c5c8ccd8,803f8f0073a38a3c0724354e76f1f358fa5c252d,1660509446,Update Pyrogram to v2.0.40,https://github.com/Mayuri-Chan/pyrofork/compare/803f8f0073a38a3c0724354e76f1f358fa5c252d...2242adb5984e5e09ff970a3c6853e972c5c8ccd8,1,x,0,,0,,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=176;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=176;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832
20251223_123939,f5bcce7c3f96e9ebfb87791f69ee96f649ab481c,2242adb5984e5e09ff970a3c6853e972c5c8ccd8,1660633146,Add support for custom emoji in HTML,https://github.com/Mayuri-Chan/pyrofork/compare/2242adb5984e5e09ff970a3c6853e972c5c8ccd8...f5bcce7c3f96e9ebfb87791f69ee96f649ab481c,1,x,0,,0,,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=176;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=176;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832
20251223_123939,ac0941109904d644578c7a971a19540dc01862ad,f5bcce7c3f96e9ebfb87791f69ee96f649ab481c,1660633172,Update Pyrogram to v2.0.41,https://github.com/Mayuri-Chan/pyrofork/compare/f5bcce7c3f96e9ebfb87791f69ee96f649ab481c...ac0941109904d644578c7a971a19540dc01862ad,1,x,0,,0,,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=176;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832,5,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=146;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=144;KeyInList:/usr/lib/python3.12/enum.py:444=176;KeyInList:/usr/lib/python3.12/mimetypes.py:102=2832
